sample,oxide,n,mean,2SD,2RSD%,2SE
UnkA-C20-S2-3MI_1,MnO,3,0.20346666666666668,0.028471272070867037,13.993089156717089,0.01643789659428616
UnkA-C20-S2-3MI_1,CaO,3,0.3394333333333333,0.06433702925480267,18.954246073299423,0.03714500115912115
UnkA-C20-S2-3MI_1,Cr2O3,3,0.03896666666666667,0.02551104336034364,65.46888800772533,0.014728807751402617
UnkA-C20-S2-3MI_1,NiO,3,0.21926666666666664,0.004772141378179574,2.1764098714713778,0.002755197109302929
UnkA-C20-S2-3MI_1,Al2O3,3,0.0389,0.011762652762026093,30.238181907522094,0.00679117073853986
UnkA-C20-S2-3MI_1,Fo,3,86.94411692957442,0.5031680389449807,0.5787258030955121,0.29050420273250077
UnkA-C20-S2-3MI_2,SiO2,3,41.37430305339448,0.22031995447889216,0.5325043280960268,0.1272017850262345
UnkA-C20-S2-3MI_2,MgO,3,46.19,0.7992496481075257,1.73035212839906,0.46144699948459367
UnkA-C20-S2-3MI_2,FeO,3,14.036666666666667,0.3008875759039144,2.1435828252475497,0.17371752294393894
UnkA-C20-S2-3MI_2,MnO,3,0.2295,0.004779121258139421,2.082405776967068,0.002759226944876658
UnkA-C20-S2-3MI_2,CaO,3,0.34779999999999994,0.01440416606402471,4.141508356533845,0.00831624915451674
UnkA-C20-S2-3MI_2,Cr2O3,3,0.025666666666666667,0.009816992071573315,38.248021058077846,0.005667843015155276
UnkA-C20-S2-3MI_2,NiO,3,0.23863333333333334,0.011814115850681905,4.95073998492048,0.006820882966628623
UnkA-C20-S2-3MI_2,Al2O3,3,0.03406666666666667,0.009124326459160328,26.783737159961824,0.005267932337370241
UnkA-C20-S2-3MI_2,Fo,3,85.43419104990058,0.4602526143374647,0.5387218029238896,0.2657269707829643
UnkA-C20-S2-3MI_3,SiO2,3,41.209940945906034,0.09730960756740263,0.23613139289652335,0.05618172812377676
UnkA-C20-S2-3MI_3,MgO,3,44.949999999999996,0.052915026221296055,0.11771974687718811,0.030550504633041386
UnkA-C20-S2-3MI_3,FeO,3,15.696666666666665,0.2893671255228107,1.8434941103598048,0.16706618781522298
UnkA-C20-S2-3MI_3,MnO,3,0.2551333333333333,0.007759725081040806,3.041439148565772,0.0044800793643764
UnkA-C20-S2-3MI_3,CaO,3,0.3493,0.0016370705543745014,0.46867178768236517,0.0009451631252505283
UnkA-C20-S2-3MI_3,Cr2O3,3,0.015033333333333334,0.017978134868037156,119.58848027519173,0.01037968100558865
UnkA-C20-S2-3MI_3,NiO,3,0.20420000000000002,0.024800000000000003,12.144955925563174,0.01431828667590272
UnkA-C20-S2-3MI_3,Al2O3,3,0.03493333333333334,0.006047589051294186,17.31180071935358,0.0034915771667129317
