No.,element,peak_mm,net_cps,bg_minus,bg_plus,sd_pct,dl_ppm,flagged
1,Na,129.476,231.6,0.0,14.5,2.14,145.0,False
1,S,171.948,2.1,5.9,4.9,30.75,113.0,False
1,Fe,134.739,186.3,3.5,4.1,1.67,453.0,False
1,Si,77.822,3625.9,31.4,18.5,0.37,226.0,False
1,Cl,151.478,3.8,8.7,7.8,21.47,46.0,False
1,F,199.14,0.2,4.5,3.5,345.94,412.0,True
1,K,119.485,180.9,27.6,21.4,1.54,58.0,False
1,Mn,146.243,2.2,1.9,1.5,19.96,268.0,False
1,Al,90.995,857.0,15.2,9.5,0.78,160.0,False
1,P,197.118,13.6,2.7,2.8,7.21,149.0,False
1,Mg,107.534,584.1,42.3,0.0,0.96,179.0,False
1,Ca,107.121,1925.2,31.9,35.9,0.52,89.0,False
1,Ti,88.305,686.7,0.0,45.5,0.88,126.0,False
2,Na,129.476,223.3,0.0,17.1,2.2,157.0,False
2,S,171.948,1.2,7.3,5.0,54.84,120.0,True
2,Fe,134.739,184.4,2.3,3.1,1.67,387.0,False
2,Si,77.822,3631.5,30.1,20.2,0.37,226.0,False
2,Cl,151.478,4.8,8.1,6.7,16.69,43.0,False
2,F,199.14,1.0,3.5,3.5,53.46,379.0,True
2,K,119.485,181.0,27.1,21.3,1.53,57.0,False
2,Mn,146.243,3.0,1.7,1.5,15.18,258.0,False
2,Al,90.995,870.2,15.0,11.4,0.77,164.0,False
2,P,197.118,12.5,2.9,2.9,7.71,152.0,False
2,Mg,107.534,593.3,38.8,0.0,0.95,171.0,False
2,Ca,107.121,1946.1,31.6,36.3,0.52,89.0,False
2,Ti,88.305,683.0,0.0,46.2,0.88,127.0,False
3,Na,129.476,229.8,0.0,18.2,2.17,162.0,False
3,S,171.948,19.0,5.5,5.9,5.32,118.0,False
3,Fe,134.739,160.8,2.8,3.3,1.8,406.0,False
3,Si,77.822,3649.3,31.4,20.4,0.37,229.0,False
3,Cl,151.478,5.3,8.7,7.9,16.06,46.0,False
3,F,199.14,0.9,3.7,2.7,59.47,369.0,True
3,K,119.485,44.2,23.3,20.5,3.89,54.0,False
3,Mn,146.243,2.9,1.7,1.8,15.99,270.0,False
3,Al,90.995,981.6,13.9,9.3,0.72,154.0,False
3,P,197.118,6.1,3.8,3.7,13.68,173.0,False
3,Mg,107.534,820.8,42.7,0.0,0.8,180.0,False
3,Ca,107.121,2353.9,31.0,35.6,0.47,88.0,False
3,Ti,88.305,304.3,0.0,44.3,1.37,124.0,False
4,Na,129.476,221.3,0.0,15.9,2.2,151.0,False
4,S,171.948,18.6,5.2,6.3,5.42,118.0,False
4,Fe,134.739,165.4,3.4,2.2,1.77,369.0,False
4,Si,77.822,3642.3,29.1,17.5,0.37,218.0,False
4,Cl,151.478,5.6,8.7,7.7,15.35,45.0,False
4,F,199.14,0.9,3.1,2.5,54.84,343.0,True
4,K,119.485,42.0,21.8,20.0,4.0,53.0,False
4,Mn,146.243,3.0,1.9,1.5,15.53,265.0,False
4,Al,90.995,980.6,16.8,9.2,0.72,164.0,False
4,P,197.118,5.6,2.8,3.1,13.69,154.0,False
4,Mg,107.534,834.3,44.1,0.0,0.79,183.0,False
4,Ca,107.121,2341.4,34.0,34.0,0.47,88.0,False
4,Ti,88.305,309.9,0.0,43.6,1.36,123.0,False
5,Na,129.476,565.1,0.0,24.1,1.36,186.0,False
5,S,171.948,1.3,5.5,4.9,47.13,111.0,True
5,Fe,134.739,106.9,2.8,1.6,2.2,324.0,False
5,Si,77.822,5258.6,41.4,26.2,0.31,262.0,False
5,Cl,151.478,63.0,8.5,6.8,2.56,44.0,False
5,F,199.14,5.8,3.8,3.7,11.66,394.0,False
5,K,119.485,924.8,49.0,21.5,0.62,70.0,False
5,Mn,146.243,2.3,2.0,2.0,19.98,290.0,False
5,Al,90.995,652.1,15.9,9.0,0.89,160.0,False
5,P,197.118,0.5,3.3,2.1,96.8,143.0,True
5,Mg,107.534,2.7,20.6,0.0,40.67,125.0,True
5,Ca,107.121,80.1,29.1,30.4,3.31,83.0,False
5,Ti,88.305,56.5,0.0,42.2,3.93,121.0,False
6,Na,129.476,211.9,0.0,16.8,2.26,155.0,False
6,S,171.948,1.8,4.5,4.5,34.25,104.0,True
6,Fe,134.739,108.7,2.5,2.4,2.2,358.0,False
6,Si,77.822,5444.7,43.8,23.7,0.31,263.0,False
6,Cl,151.478,60.6,8.3,7.9,2.64,45.0,False
6,F,199.14,6.4,3.1,2.5,10.1,344.0,False
6,K,119.485,897.6,49.1,21.9,0.64,71.0,False
6,Mn,146.243,3.5,1.3,2.0,13.78,266.0,False
6,Al,90.995,664.4,13.9,9.2,0.88,154.0,False
6,P,197.118,0.5,2.7,2.7,110.17,147.0,True
6,Mg,107.534,5.1,20.7,0.0,22.46,125.0,False
6,Ca,107.121,92.6,26.9,27.6,2.94,79.0,False
6,Ti,88.305,56.6,0.0,41.1,3.9,120.0,False
7,Na,129.476,524.0,0.0,20.5,1.41,172.0,False
7,S,171.948,72.1,4.9,3.6,2.27,100.0,False
7,Fe,134.739,2.6,3.2,1.8,22.72,344.0,False
7,Si,77.822,3610.4,29.2,17.4,0.37,218.0,False
7,Cl,151.478,232.1,10.1,8.3,1.24,48.0,False
7,F,199.14,0.1,2.7,2.0,525.83,318.0,True
7,K,119.485,184.9,25.7,19.4,1.5,55.0,False
7,Mn,146.243,0.1,1.5,1.4,442.83,245.0,True
7,Al,90.995,1976.2,19.3,11.0,0.51,177.0,False
7,P,197.118,0.7,3.1,1.8,72.1,135.0,True
7,Mg,107.534,-2.6,23.9,0.0,100.0,134.0,True
7,Ca,107.121,2819.9,30.4,34.7,0.43,87.0,False
7,Ti,88.305,0.4,0.0,40.4,357.08,119.0,True
8,Na,129.476,508.4,0.0,25.4,1.44,191.0,False
8,S,171.948,70.4,5.1,5.0,2.33,110.0,False
8,Fe,134.739,1.2,2.6,2.6,50.2,370.0,True
8,Si,77.822,3607.5,28.2,17.3,0.37,215.0,False
8,Cl,151.478,226.4,7.9,7.2,1.25,44.0,False
8,F,199.14,-0.7,3.9,2.6,100.0,373.0,True
8,K,119.485,191.5,25.9,18.1,1.47,55.0,False
8,Mn,146.243,0.4,1.5,1.3,78.18,241.0,True
8,Al,90.995,1945.5,16.7,10.9,0.51,168.0,False
8,P,197.118,0.0,3.0,3.0,1116.92,155.0,True
8,Mg,107.534,0.2,22.1,0.0,422.86,129.0,True
8,Ca,107.121,2847.8,30.2,33.6,0.42,86.0,False
8,Ti,88.305,2.1,0.0,37.8,67.26,115.0,True
9,Na,129.476,217.7,0.0,18.1,2.23,161.0,False
9,S,171.948,0.9,6.3,6.1,73.17,122.0,True
9,Fe,134.739,189.5,2.3,2.8,1.65,372.0,False
9,Si,77.822,3231.9,30.5,19.5,0.4,225.0,False
9,Cl,151.478,18.6,7.9,7.5,5.73,44.0,False
9,F,199.14,1.4,4.6,3.5,40.59,414.0,True
9,K,119.485,392.5,35.3,21.3,0.99,62.0,False
9,Mn,146.243,2.9,1.9,1.9,16.26,285.0,False
9,Al,90.995,1038.2,15.7,6.7,0.7,153.0,False
9,P,197.118,22.6,3.4,2.7,5.3,154.0,False
9,Mg,107.534,576.5,35.9,0.0,0.96,165.0,False
9,Ca,107.121,2333.8,35.6,34.6,0.47,90.0,False
9,Ti,88.305,672.8,0.0,44.8,0.89,125.0,False
10,Na,129.476,213.1,0.0,16.5,2.25,154.0,False
10,S,171.948,0.9,5.5,4.4,68.81,108.0,True
10,Fe,134.739,189.1,2.8,3.3,1.65,406.0,False
10,Si,77.822,3231.6,30.1,19.5,0.4,224.0,False
10,Cl,151.478,17.5,9.1,8.7,6.2,47.0,False
10,F,199.14,2.0,3.7,2.9,27.75,372.0,False
10,K,119.485,397.1,34.8,21.5,0.98,62.0,False
10,Mn,146.243,2.7,2.6,1.5,17.62,289.0,False
10,Al,90.995,1045.6,15.7,9.8,0.7,162.0,False
10,P,197.118,22.3,2.6,3.5,5.39,159.0,False
10,Mg,107.534,579.3,36.9,0.0,0.96,167.0,False
10,Ca,107.121,2314.4,34.0,36.1,0.47,90.0,False
10,Ti,88.305,657.0,0.0,50.1,0.91,132.0,False
11,Na,129.476,239.6,0.0,17.9,2.12,160.0,False
11,S,171.948,1.5,4.8,5.2,40.93,110.0,True
11,Fe,134.739,185.5,3.2,3.5,1.67,422.0,False
11,Si,77.822,3206.3,31.2,17.4,0.4,223.0,False
11,Cl,151.478,20.3,8.7,7.1,5.39,44.0,False
11,F,199.14,1.3,3.9,2.7,40.98,376.0,True
11,K,119.485,410.7,35.1,21.2,0.96,62.0,False
11,Mn,146.243,2.7,2.5,1.5,17.22,287.0,False
11,Al,90.995,1046.9,15.2,10.9,0.7,163.0,False
11,P,197.118,23.1,3.6,3.1,5.28,162.0,False
11,Mg,107.534,577.1,39.5,0.0,0.96,173.0,False
11,Ca,107.121,2322.5,36.8,37.2,0.47,92.0,False
11,Ti,88.305,655.8,0.0,45.4,0.9,126.0,False
12,Na,129.476,218.5,0.0,15.1,2.21,147.0,False
12,S,171.948,2.3,5.5,4.2,27.48,107.0,False
12,Fe,134.739,187.3,2.2,3.3,1.66,393.0,False
12,Si,77.822,3248.8,28.9,21.2,0.4,224.0,False
12,Cl,151.478,20.0,7.3,8.1,5.44,44.0,False
12,F,199.14,1.5,3.9,3.6,36.65,395.0,True
12,K,119.485,354.3,37.8,24.2,1.06,65.0,False
12,Mn,146.243,2.7,1.8,1.3,16.28,251.0,False
12,Al,90.995,1041.2,16.8,9.3,0.7,164.0,False
12,P,197.118,20.1,2.5,3.1,5.69,151.0,False
12,Mg,107.534,590.2,37.6,0.0,0.95,168.0,False
12,Ca,107.121,2336.8,35.3,38.5,0.47,92.0,False
12,Ti,88.305,671.5,0.0,47.6,0.89,129.0,False
13,Na,129.476,195.1,0.0,15.8,2.35,151.0,False
13,S,171.948,2.9,5.3,5.1,23.35,111.0,False
13,Fe,134.739,192.3,1.7,3.9,1.64,409.0,False
13,Si,77.822,3232.1,31.3,18.8,0.4,226.0,False
13,Cl,151.478,20.3,8.4,8.1,5.44,46.0,False
13,F,199.14,1.6,3.7,3.3,34.21,381.0,True
13,K,119.485,378.2,33.7,23.2,1.01,62.0,False
13,Mn,146.243,3.2,1.9,1.5,14.6,265.0,False
13,Al,90.995,1051.1,17.8,10.8,0.7,172.0,False
13,P,197.118,25.0,3.3,3.0,5.01,158.0,False
13,Mg,107.534,569.3,38.1,0.0,0.97,170.0,False
13,Ca,107.121,2358.1,31.1,35.8,0.47,88.0,False
13,Ti,88.305,668.7,0.0,47.3,0.89,128.0,False
14,Na,129.476,228.2,0.0,14.8,2.16,146.0,False
14,S,171.948,1.5,5.2,5.9,42.91,116.0,True
14,Fe,134.739,180.8,2.3,2.4,1.69,352.0,False
14,Si,77.822,3251.2,34.4,19.7,0.4,235.0,False
14,Cl,151.478,20.7,9.7,8.3,5.48,48.0,False
14,F,199.14,2.3,3.5,2.1,23.03,350.0,False
14,K,119.485,402.9,35.3,23.7,0.98,63.0,False
14,Mn,146.243,1.8,2.4,2.3,25.31,312.0,False
14,Al,90.995,1052.6,15.5,9.7,0.7,161.0,False
14,P,197.118,26.4,3.2,2.4,4.78,147.0,False
14,Mg,107.534,565.7,41.9,0.0,0.97,178.0,False
14,Ca,107.121,2301.6,31.5,31.3,0.47,85.0,False
14,Ti,88.305,656.6,0.0,49.6,0.9,131.0,False
15,Na,129.476,403.7,0.0,20.2,1.61,170.0,False
15,S,171.948,1.4,5.7,5.8,46.39,118.0,True
15,Fe,134.739,173.8,3.3,2.5,1.72,381.0,False
15,Si,77.822,3248.9,30.2,17.3,0.4,220.0,False
15,Cl,151.478,19.6,8.5,7.9,5.59,45.0,False
15,F,199.14,1.5,4.4,2.7,38.23,392.0,True
15,K,119.485,398.8,32.9,20.4,0.98,60.0,False
15,Mn,146.243,2.0,2.1,2.0,22.86,294.0,False
15,Al,90.995,1050.6,16.2,9.1,0.7,162.0,False
15,P,197.118,26.0,3.3,2.7,4.86,153.0,False
15,Mg,107.534,529.3,34.5,0.0,1.0,161.0,False
15,Ca,107.121,2176.6,31.1,35.4,0.49,88.0,False
15,Ti,88.305,670.7,0.0,48.2,0.89,130.0,False
16,Na,129.476,340.5,0.0,22.6,1.77,180.0,False
16,S,171.948,4.1,6.1,3.7,16.14,106.0,False
16,Fe,134.739,187.1,3.0,3.4,1.67,414.0,False
16,Si,77.822,3145.6,26.9,19.3,0.4,215.0,False
16,Cl,151.478,20.6,9.1,8.3,5.46,47.0,False
16,F,199.14,1.7,4.3,2.9,32.58,392.0,False
16,K,119.485,381.9,34.8,21.3,1.0,62.0,False
16,Mn,146.243,2.7,2.6,2.0,18.33,308.0,False
16,Al,90.995,1026.2,16.5,9.8,0.71,165.0,False
16,P,197.118,24.7,3.4,3.1,5.06,160.0,False
16,Mg,107.534,553.4,40.6,0.0,0.98,175.0,False
16,Ca,107.121,2255.8,31.8,36.1,0.48,89.0,False
16,Ti,88.305,662.7,0.0,50.1,0.9,132.0,False
17,Na,129.476,370.0,0.0,20.9,1.69,173.0,False
17,S,171.948,2.1,5.8,4.4,30.36,109.0,False
17,Fe,134.739,179.2,3.3,2.8,1.7,394.0,False
17,Si,77.822,3183.1,32.0,20.2,0.4,230.0,False
17,Cl,151.478,20.1,8.6,6.8,5.4,44.0,False
17,F,199.14,1.5,3.7,3.5,36.86,384.0,True
17,K,119.485,374.6,29.9,20.5,1.01,59.0,False
17,Mn,146.243,2.6,1.8,1.8,17.35,275.0,False
17,Al,90.995,1041.5,16.0,9.4,0.7,162.0,False
17,P,197.118,24.4,3.9,3.0,5.12,163.0,False
17,Mg,107.534,543.7,36.9,0.0,0.99,167.0,False
17,Ca,107.121,2205.2,35.3,33.7,0.48,89.0,False
17,Ti,88.305,650.4,0.0,46.7,0.91,128.0,False
18,Na,129.476,472.6,0.0,23.1,1.49,182.0,False
18,S,171.948,1.2,5.3,5.3,54.34,113.0,True
18,Fe,134.739,178.8,2.3,2.6,1.7,362.0,False
18,Si,77.822,3238.1,30.6,19.7,0.4,226.0,False
18,Cl,151.478,20.5,9.0,7.8,5.43,46.0,False
18,F,199.14,3.2,2.9,3.4,17.53,357.0,False
18,K,119.485,487.9,35.5,22.2,0.88,63.0,False
18,Mn,146.243,3.1,2.1,1.2,14.67,259.0,False
18,Al,90.995,1034.0,17.4,8.9,0.7,165.0,False
18,P,197.118,24.7,3.6,2.9,5.05,159.0,False
18,Mg,107.534,483.5,34.3,0.0,1.05,161.0,False
18,Ca,107.121,1952.1,31.4,34.6,0.51,87.0,False
18,Ti,88.305,646.2,0.0,47.3,0.91,128.0,False
19,Na,129.476,358.1,0.0,20.1,1.72,170.0,False
19,S,171.948,2.4,6.0,4.5,27.17,111.0,False
19,Fe,134.739,194.2,3.8,2.8,1.63,405.0,False
19,Si,77.822,3238.8,28.2,20.3,0.4,221.0,False
19,Cl,151.478,23.7,8.5,7.7,4.87,45.0,False
19,F,199.14,2.0,3.5,3.7,27.91,381.0,False
19,K,119.485,413.9,32.7,22.6,0.96,61.0,False
19,Mn,146.243,2.6,2.5,2.5,19.37,323.0,False
19,Al,90.995,1028.2,15.6,10.5,0.71,164.0,False
19,P,197.118,27.5,3.9,1.9,4.65,145.0,False
19,Mg,107.534,491.4,37.4,0.0,1.05,168.0,False
19,Ca,107.121,2069.8,35.5,35.8,0.5,90.0,False
19,Ti,88.305,660.4,0.0,47.2,0.9,128.0,False
20,Na,129.476,375.1,0.0,22.3,1.68,179.0,False
20,S,171.948,2.0,5.3,4.9,31.85,110.0,False
20,Fe,134.739,188.2,2.1,2.7,1.65,362.0,False
20,Si,77.822,3226.7,31.5,23.1,0.4,234.0,False
20,Cl,151.478,21.0,10.4,8.3,5.46,48.0,False
20,F,199.14,2.3,4.6,3.0,25.53,405.0,False
20,K,119.485,491.0,38.7,23.1,0.88,65.0,False
20,Mn,146.243,2.6,2.1,1.7,17.6,281.0,False
20,Al,90.995,1028.9,15.4,9.5,0.71,160.0,False
20,P,197.118,27.4,2.9,2.4,4.66,144.0,False
20,Mg,107.534,514.0,33.7,0.0,1.02,159.0,False
20,Ca,107.121,2041.3,35.4,35.0,0.5,90.0,False
20,Ti,88.305,636.4,0.0,51.2,0.92,134.0,False
21,Na,129.476,423.9,0.0,20.0,1.57,169.0,False
21,S,171.948,2.2,5.7,4.5,29.28,109.0,False
21,Fe,134.739,212.1,3.3,2.4,1.56,376.0,False
21,Si,77.822,3228.2,35.6,17.4,0.4,234.0,False
21,Cl,151.478,26.3,7.7,7.5,4.46,44.0,False
21,F,199.14,2.3,3.7,3.3,24.68,381.0,False
21,K,119.485,498.3,35.3,24.3,0.87,64.0,False
21,Mn,146.243,3.4,1.9,1.9,14.37,280.0,False
21,Al,90.995,998.6,16.2,9.6,0.72,163.0,False
21,P,197.118,25.4,2.4,2.5,4.86,140.0,False
21,Mg,107.534,463.0,34.9,0.0,1.08,162.0,False
21,Ca,107.121,1836.7,34.3,29.7,0.53,85.0,False
21,Ti,88.305,665.5,0.0,46.3,0.9,127.0,False
22,Na,129.476,393.2,0.0,19.3,1.63,166.0,False
22,S,171.948,2.8,6.3,3.7,23.06,107.0,False
22,Fe,134.739,198.5,3.1,2.9,1.61,394.0,False
22,Si,77.822,3205.0,31.2,19.6,0.4,227.0,False
22,Cl,151.478,20.7,10.7,8.1,5.53,48.0,False
22,F,199.14,1.9,3.9,3.1,29.26,382.0,False
22,K,119.485,435.3,36.5,22.9,0.94,64.0,False
22,Mn,146.243,3.5,2.1,1.5,13.96,274.0,False
22,Al,90.995,1007.8,16.6,10.4,0.71,166.0,False
22,P,197.118,26.4,3.5,2.7,4.83,154.0,False
22,Mg,107.534,517.0,35.7,0.0,1.02,164.0,False
22,Ca,107.121,2054.7,34.1,36.7,0.5,90.0,False
22,Ti,88.305,646.5,0.0,43.4,0.91,123.0,False
23,Na,129.476,424.8,0.0,21.2,1.57,174.0,False
23,S,171.948,1.6,5.7,5.0,39.32,113.0,True
23,Fe,134.739,186.3,2.2,4.0,1.67,423.0,False
23,Si,77.822,3281.7,36.6,16.0,0.39,234.0,False
23,Cl,151.478,22.2,7.9,8.2,5.09,45.0,False
23,F,199.14,2.5,3.9,2.9,23.25,380.0,False
23,K,119.485,461.5,37.4,22.3,0.91,64.0,False
23,Mn,146.243,2.8,2.4,1.7,16.73,288.0,False
23,Al,90.995,1069.3,17.6,8.6,0.69,165.0,False
23,P,197.118,26.1,2.7,2.9,4.84,150.0,False
23,Mg,107.534,471.9,39.3,0.0,1.07,172.0,False
23,Ca,107.121,1948.4,33.5,35.7,0.52,89.0,False
23,Ti,88.305,630.0,0.0,47.6,0.92,129.0,False
24,Na,129.476,426.8,0.0,21.2,1.57,174.0,False
24,S,171.948,1.3,6.3,4.9,48.32,114.0,True
24,Fe,134.739,169.6,2.3,3.9,1.75,421.0,False
24,Si,77.822,3234.7,32.4,21.5,0.4,233.0,False
24,Cl,151.478,18.6,8.8,6.3,5.67,43.0,False
24,F,199.14,2.3,3.6,2.7,24.0,366.0,False
24,K,119.485,461.5,35.5,23.1,0.9,63.0,False
24,Mn,146.243,2.6,2.0,1.5,17.02,267.0,False
24,Al,90.995,1043.1,15.5,9.2,0.7,159.0,False
24,P,197.118,26.1,2.7,2.9,4.85,150.0,False
24,Mg,107.534,515.6,34.4,0.0,1.02,161.0,False
24,Ca,107.121,2149.4,34.2,36.0,0.49,90.0,False
24,Ti,88.305,651.6,0.0,45.0,0.91,125.0,False
25,Na,129.476,372.6,0.0,20.2,1.68,170.0,False
25,S,171.948,1.7,5.2,4.9,37.28,110.0,True
25,Fe,134.739,190.5,3.0,2.8,1.65,387.0,False
25,Si,77.822,3219.7,34.6,18.7,0.4,234.0,False
25,Cl,151.478,19.8,8.9,8.1,5.6,46.0,False
25,F,199.14,2.0,3.5,3.4,28.28,378.0,False
25,K,119.485,446.0,31.5,21.3,0.92,60.0,False
25,Mn,146.243,3.8,2.1,1.5,13.12,274.0,False
25,Al,90.995,1049.1,14.1,8.4,0.7,152.0,False
25,P,197.118,27.3,3.5,3.1,4.78,161.0,False
25,Mg,107.534,520.1,33.8,0.0,1.01,160.0,False
25,Ca,107.121,2093.1,31.1,38.7,0.5,90.0,False
25,Ti,88.305,631.5,0.0,50.4,0.92,132.0,False
26,Na,129.476,389.9,0.0,19.0,1.64,165.0,False
26,S,171.948,2.0,5.8,4.1,30.78,107.0,False
26,Fe,134.739,193.5,2.9,3.2,1.63,403.0,False
26,Si,77.822,3188.6,29.1,21.5,0.4,225.0,False
26,Cl,151.478,19.5,9.5,8.1,5.7,47.0,False
26,F,199.14,3.2,4.1,3.1,18.71,391.0,False
26,K,119.485,439.1,35.4,22.0,0.93,63.0,False
26,Mn,146.243,2.8,2.2,1.7,16.74,282.0,False
26,Al,90.995,1003.5,17.9,8.9,0.72,167.0,False
26,P,197.118,26.0,3.1,3.3,4.91,160.0,False
26,Mg,107.534,521.7,34.3,0.0,1.01,161.0,False
26,Ca,107.121,2023.3,30.8,36.7,0.51,88.0,False
26,Ti,88.305,643.7,0.0,46.3,0.91,127.0,False
27,Na,129.476,401.5,0.0,24.9,1.63,189.0,False
27,S,171.948,4.3,6.1,4.3,16.09,110.0,False
27,Fe,134.739,186.1,2.7,2.6,1.66,371.0,False
27,Si,77.822,3151.7,33.8,20.1,0.4,234.0,False
27,Cl,151.478,11.1,8.2,6.6,8.38,43.0,False
27,F,199.14,1.0,3.3,2.8,48.32,358.0,True
27,K,119.485,476.5,39.9,20.5,0.89,65.0,False
27,Mn,146.243,2.9,2.3,1.2,15.57,266.0,False
27,Al,90.995,1077.0,16.1,9.3,0.69,162.0,False
27,P,197.118,37.9,2.8,3.0,3.91,153.0,False
27,Mg,107.534,512.5,35.5,0.0,1.02,163.0,False
27,Ca,107.121,2199.5,32.2,37.8,0.48,90.0,False
